value,count,share
3EJS5LyekDim1Tf5rBFmZl,1,0.1
1oQW6G2ZiwMuHqlPpP27DB,1,0.1
7mdkjzoIYlf1rx9EtBpGmU,1,0.1
67rW0Zl7oB3qEpD5YWWE5w,1,0.1
15xptTfRBrjsppW0INUZjf,1,0.1
4ccpCcZYseq8VrPMK1EDs0,1,0.1
3QoQ3HqXTAjgEl9LbNMbYp,1,0.1
1YEZbdT417SfolPQzaoHs2,1,0.1
4pZ949nFW5SurwzE0TSe7I,1,0.1
0L0LgwFZ7UtBnRNQvSBty6,1,0.1
