,track_number,track_popularity,artist_popularity,artist_followers,album_total_tracks,track_duration_min
track_number,1.0,-0.028512652842391226,0.19069618456049334,0.22250764096476008,0.5200696359663247,0.07012159949312162
track_popularity,-0.028512652842391226,1.0,0.4669027574758117,0.23201897485076733,-0.05346113519837806,0.10555988708769183
artist_popularity,0.19069618456049334,0.4669027574758117,1.0,0.6355790739759652,0.19933458513905533,0.20776898580798597
artist_followers,0.22250764096476008,0.23201897485076733,0.6355790739759652,1.0,0.18371771868380293,0.1721397931652858
album_total_tracks,0.5200696359663247,-0.05346113519837806,0.19933458513905533,0.18371771868380293,1.0,0.06482357057287971
track_duration_min,0.07012159949312162,0.10555988708769183,0.20776898580798597,0.1721397931652858,0.06482357057287971,1.0
